Loan_ID,Customer_ID,Customer_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Salary,Other_Income,Loan_Amount,Product_Type,Credit_Score,Tenure_Months,Interest_Rate,EMI,Current_Status,Delinquency_Flag,Channel,Issue_Date,Region
L0177,C00177,28,Male,Divorced,1,Masters,Salaried,14440298,2113687,88879051,Auto,741,48,9.01,1178982,Active,0,Online,13-11-2023,Bandung
L0178,C00178,47,Male,Single,0,Masters,Self-Employed,33075910,6620090,63833309,Mortgage,557,36,21.35,13451797,Active,0,Partner,18-09-2024,Bandung
L0179,C00179,29,Male,Divorced,2,PhD,Self-Employed,38604200,1619426,323096452,Mortgage,758,24,20.55,12406718,Closed,0,Online,18-08-2025,Jakarta
L0180,C00180,57,Male,Married,2,Masters,Self-Employed,33621824,14012674,374775393,Auto,772,48,10.97,8981806,Active,0,Partner,07-12-2023,Bandung
L0181,C00181,53,Female,Married,3,Bachelors,Salaried,10167373,12839235,17872277,BNPL,714,24,18.15,4494412,Active,0,Branch,18-07-2024,Medan
L0182,C00182,62,Female,Married,3,Bachelors,Freelancer,50721311,14507000,79713766,Personal,786,60,21.09,4640503,Restructured,0,Branch,21-02-2025,Bandung
L0183,C00183,64,Female,Married,3,Bachelors,Salaried,24040773,10744676,23739212,Auto,670,12,18.25,6981377,Delinquent,0,Branch,10-07-2024,Surabaya
L0184,C00184,44,Female,Married,0,High School,Self-Employed,57431974,7005351,144615736,BNPL,774,48,12.97,14026765,Active,0,Agent,17-02-2023,Surabaya
L0185,C00185,35,Male,Married,0,Bachelors,Salaried,47060809,7570095,240611630,BNPL,704,36,18.5,10215003,Active,0,Online,22-08-2024,Surabaya
L0186,C00186,52,Male,Single,3,Masters,Salaried,38851974,2138421,301293570,Mortgage,722,60,11.37,6643846,Delinquent,0,Online,17-08-2023,Bandung
L0187,C00187,52,Male,Single,1,High School,Salaried,57857945,13712162,456450484,BNPL,553,12,13.09,12285878,Active,0,Agent,10-09-2024,Bandung
L0188,C00188,44,Male,Single,2,Masters,Salaried,16669729,5023198,265207891,Personal,635,48,11.84,2672675,Active,0,Online,14-12-2022,Jakarta
L0189,C00189,61,Female,Married,2,Bachelors,Salaried,10628573,9309239,18029598,BNPL,677,36,16.91,9897515,Active,1,Partner,18-07-2024,Bali
L0190,C00190,32,Male,Single,0,PhD,Salaried,13091363,8673899,360187588,Personal,767,36,9.73,1932280,Closed,0,Online,16-07-2023,Jakarta
L0191,C00191,59,Male,Married,2,High School,Salaried,26738388,10924504,353412183,Personal,773,36,22.93,9766365,Active,0,Branch,01-02-2025,Medan
L0192,C00192,22,Female,Divorced,1,High School,Self-Employed,35595197,1649959,482558695,Personal,765,48,13.34,3809939,Closed,0,Online,14-02-2023,Surabaya
L0193,C00193,23,Female,Single,2,Bachelors,Freelancer,37054203,7059916,24927605,Auto,659,60,11.5,12595422,Closed,0,Agent,29-01-2025,Bandung
L0194,C00194,57,Female,Married,0,High School,Salaried,36218896,12258627,42086215,Personal,648,12,15.94,12789830,Active,0,Branch,18-06-2025,Bali
L0195,C00195,37,Female,Married,0,Masters,Salaried,22706080,2188077,99688279,Personal,586,12,12.43,3606041,Delinquent,1,Online,13-09-2023,Bali
L0196,C00196,22,Male,Married,1,Masters,Salaried,44462985,4784973,211500593,Personal,773,60,16.56,3375093,Active,0,Online,12-08-2024,Bandung
L0197,C00197,22,Male,Single,1,High School,Salaried,18350078,3769484,200120147,Personal,620,12,13.58,5165767,Active,0,Online,05-06-2023,Jakarta
L0198,C00198,48,Female,Married,2,Bachelors,Self-Employed,11508526,1290906,208631931,Auto,582,72,10.11,12801782,Active,0,Partner,07-03-2025,Bali
L0199,C00199,43,Male,Married,2,Bachelors,Self-Employed,17981929,13645219,289238671,Auto,580,48,12.25,3553540,Active,0,Online,01-01-2024,Jakarta
L0200,C00200,57,Male,Divorced,0,Bachelors,Salaried,13140594,1435367,394284145,Personal,732,48,15.02,13714892,Active,0,Online,12-03-2024,Bandung
L0201,C00201,52,Male,Married,1,Masters,Salaried,14320383,8312048,55849459,Mortgage,674,24,8.48,4619603,Active,0,Branch,21-04-2024,Jakarta
L0202,C00202,53,Female,Married,1,Masters,Salaried,52595211,9929058,194615243,BNPL,561,24,20.33,15956447,Active,0,Branch,14-06-2023,Surabaya
L0203,C00203,21,Male,Married,1,Bachelors,Freelancer,35904375,12109648,211415372,Mortgage,560,48,17.95,12490235,Active,0,Online,17-10-2023,Bandung
L0204,C00204,39,Female,Married,2,Masters,Contract,41020943,10078184,453604844,Personal,637,60,17.62,16698458,Active,0,Online,07-04-2025,Bandung
L0205,C00205,22,Male,Married,1,Bachelors,Salaried,41850216,3246849,12695145,Mortgage,621,72,16.74,14673591,Closed,0,Partner,22-12-2022,Bali
L0206,C00206,64,Male,Single,0,Masters,Salaried,49914719,8654584,465926310,Personal,581,24,17.45,6719347,Active,0,Agent,20-08-2023,Bali
L0207,C00207,46,Male,Divorced,0,Bachelors,Freelancer,18430286,1605196,388361432,Personal,606,12,22.95,4234499,Closed,0,Online,12-09-2022,Bali
L0208,C00208,52,Female,Married,2,Masters,Freelancer,44989821,12595379,436222509,Personal,715,12,8.14,16854868,Active,0,Partner,17-01-2025,Surabaya
L0209,C00209,26,Male,Married,3,Masters,Salaried,54382042,13672513,192728959,BNPL,737,60,8.76,4975220,Active,0,Online,11-11-2024,Surabaya
L0210,C00210,52,Female,Single,2,High School,Salaried,45976667,5387059,399643231,Personal,635,24,11.06,11352047,Active,0,Online,18-08-2025,Medan
L0211,C00211,24,Female,Married,3,Masters,Salaried,9134608,1045851,72570237,Personal,775,12,10.68,13853716,Active,0,Branch,01-01-2025,Bandung
L0212,C00212,31,Female,Single,1,High School,Salaried,29309567,8466602,64526679,Personal,568,24,10.9,11969851,Active,1,Online,28-07-2024,Bali
L0213,C00213,37,Male,Married,2,Bachelors,Salaried,6248749,12677114,349628911,BNPL,665,24,18.75,13723600,Active,0,Branch,10-04-2025,Bandung
L0214,C00214,58,Male,Single,0,Bachelors,Salaried,15987706,2664921,321397547,Mortgage,761,72,15.35,10616994,Restructured,0,Partner,19-11-2024,Jakarta
L0215,C00215,44,Male,Married,1,PhD,Salaried,22453553,11930133,26761480,Personal,733,36,23.87,5473391,Restructured,0,Agent,23-08-2023,Surabaya
L0216,C00216,25,Male,Divorced,0,Masters,Salaried,21172473,14230894,447621735,Auto,563,24,11.63,14672213,Active,0,Online,09-12-2022,Medan
L0217,C00217,54,Female,Single,1,Masters,Self-Employed,40577985,1434730,418008177,Auto,582,24,12.97,7074746,Closed,1,Online,08-03-2023,Jakarta
L0218,C00218,26,Female,Divorced,2,Masters,Salaried,18849214,13027766,78377046,Mortgage,559,24,23.75,11309367,Active,0,Agent,13-06-2025,Bandung
L0219,C00219,42,Female,Married,3,Bachelors,Salaried,7096419,12182338,444503039,Personal,629,12,21.31,3631550,Active,0,Online,16-05-2023,Surabaya
L0220,C00220,31,Male,Married,1,Masters,Salaried,12166065,4071650,378634555,BNPL,741,12,15.52,11984624,Closed,0,Branch,14-09-2024,Bali
L0221,C00221,36,Female,Married,3,Bachelors,Salaried,42297350,4354489,465555578,Personal,613,48,16.87,19830387,Active,0,Online,07-08-2025,Jakarta
L0222,C00222,53,Male,Married,1,Bachelors,Contract,34452300,14764427,129692255,Mortgage,739,12,21.49,4487104,Active,0,Online,30-07-2025,Surabaya
L0223,C00223,29,Female,Married,0,High School,Salaried,55875992,1958615,177134193,Personal,617,24,15.7,1709441,Active,0,Online,20-12-2023,Bandung
L0224,C00224,26,Male,Married,0,Masters,Salaried,56518678,6502483,318184590,Personal,768,36,11.3,4852312,Active,0,Partner,09-08-2023,Bandung
L0225,C00225,36,Male,Married,1,Masters,Self-Employed,31270139,978534,476821923,Personal,641,48,21.26,15021057,Active,0,Partner,17-10-2024,Jakarta
L0226,C00226,49,Female,Single,3,Bachelors,Salaried,46762581,12856870,425068144,Auto,674,36,16.6,4987400,Active,0,Online,18-11-2024,Jakarta
L0227,C00227,23,Female,Married,2,High School,Freelancer,46991679,7701516,70996414,Personal,720,48,10.45,1993477,Active,1,Partner,12-04-2025,Jakarta
L0228,C00228,40,Female,Married,2,Masters,Salaried,15938814,10757928,113783748,Mortgage,629,36,16.09,11828893,Active,0,Online,31-08-2024,Medan
L0229,C00229,56,Female,Married,0,High School,Salaried,20467488,12252984,485377877,Personal,608,48,14.61,5274098,Closed,0,Online,19-06-2023,Bali
L0230,C00230,39,Male,Married,2,Masters,Salaried,47539722,9284276,310891343,Mortgage,729,12,22.03,11025396,Active,0,Partner,19-02-2025,Surabaya
L0231,C00231,46,Female,Married,0,PhD,Salaried,43078537,11067884,390793000,BNPL,646,60,10.02,14207054,Closed,0,Branch,02-08-2024,Bandung
L0232,C00232,23,Female,Married,2,Bachelors,Freelancer,33076568,1318155,66479049,Auto,789,12,22,10172934,Closed,0,Online,09-12-2022,Bandung
L0233,C00233,39,Female,Single,1,High School,Freelancer,6880164,984588,234408529,Mortgage,568,36,16.2,3462282,Closed,0,Online,24-12-2022,Bali
L0234,C00234,40,Male,Married,0,Masters,Salaried,9376751,4449399,17738672,Mortgage,698,48,14.47,8059559,Closed,0,Agent,07-04-2025,Jakarta
L0235,C00235,52,Male,Single,0,Masters,Salaried,32611562,4002761,53405457,Personal,571,36,10.59,10258789,Active,0,Partner,24-11-2024,Jakarta
L0236,C00236,27,Female,Single,1,Bachelors,Freelancer,43423668,481632,194185347,BNPL,558,60,19.21,5427431,Active,0,Partner,18-03-2024,Bandung
L0237,C00237,61,Male,Single,0,PhD,Freelancer,55711717,9698360,411902681,Personal,558,36,22.83,5184001,Active,1,Online,20-05-2023,Bali
L0238,C00238,53,Female,Single,2,High School,Salaried,15547628,7723047,201164868,Auto,750,60,14.01,8519270,Restructured,0,Partner,16-03-2025,Bandung
L0239,C00239,60,Male,Married,2,Bachelors,Salaried,33081575,6541173,19064507,Mortgage,576,60,11.87,2904400,Active,0,Online,26-09-2022,Jakarta
L0240,C00240,59,Male,Single,0,Masters,Salaried,21888173,7998799,178090934,Personal,566,72,16.88,5122758,Active,1,Agent,05-02-2024,Surabaya
L0241,C00241,38,Male,Married,2,Masters,Freelancer,9734071,12419711,235665551,Personal,721,60,20.74,2847669,Active,0,Online,16-06-2023,Jakarta
L0242,C00242,60,Male,Single,3,High School,Salaried,59645344,5275820,337642338,Auto,798,60,8.06,12196355,Restructured,0,Online,17-04-2025,Surabaya
L0243,C00243,21,Female,Single,0,Masters,Salaried,54969808,8918562,164018815,BNPL,594,48,18.1,13027950,Active,0,Branch,20-10-2022,Medan
L0244,C00244,31,Female,Single,1,Bachelors,Self-Employed,24654884,7639298,333616721,Education,557,36,17.54,5213720,Active,0,Partner,01-12-2024,Bali
L0245,C00245,48,Female,Single,3,Bachelors,Salaried,27221624,12439415,346156188,Auto,757,12,13.09,15693736,Active,0,Partner,27-06-2025,Medan
L0246,C00246,45,Male,Married,0,High School,Salaried,30971841,7496196,48088342,Mortgage,695,48,15.22,1476684,Restructured,0,Online,17-01-2023,Jakarta
L0247,C00247,43,Female,Married,1,Masters,Salaried,33546399,11401945,453136756,Education,674,72,11.95,19686319,Active,0,Branch,22-08-2025,Bali
L0248,C00248,51,Female,Married,2,High School,Salaried,52998971,5104138,464392589,Personal,672,48,20.64,19874432,Active,0,Partner,12-09-2022,Jakarta
L0249,C00249,50,Female,Married,1,Bachelors,Salaried,51403208,14886781,359271118,Personal,582,60,18.15,13651747,Closed,1,Online,05-06-2023,Bali
L0250,C00250,62,Male,Single,3,High School,Salaried,22972560,9800518,36370480,Mortgage,550,60,16.52,2250033,Active,0,Partner,02-04-2024,Bali
L0251,C00251,55,Male,Married,2,Masters,Salaried,14073936,9799796,349001120,BNPL,753,24,14.28,2452847,Delinquent,1,Agent,29-08-2023,Jakarta
L0252,C00252,27,Male,Married,0,Bachelors,Salaried,28384180,12449975,287562520,BNPL,555,24,12.66,7189811,Active,1,Online,12-09-2022,Jakarta
L0253,C00253,36,Female,Married,2,Masters,Freelancer,38970993,26505,296351124,Auto,590,24,21.16,7149620,Active,0,Online,28-03-2025,Bali
L0254,C00254,46,Female,Single,0,High School,Self-Employed,59577519,12095337,272693264,Personal,732,24,15.22,14434010,Delinquent,1,Online,24-05-2025,Bali
L0255,C00255,22,Female,Single,0,Bachelors,Salaried,19771293,13412513,437539734,Auto,554,36,16.02,12390486,Restructured,0,Online,18-08-2023,Jakarta
L0256,C00256,21,Male,Single,1,Bachelors,Salaried,16464871,13835842,68058808,Personal,736,72,16.33,18950506,Active,1,Branch,21-04-2024,Jakarta
L0257,C00257,32,Male,Single,1,Masters,Salaried,54695673,1650375,488833642,Personal,629,48,15.17,1965730,Active,0,Partner,15-03-2025,Bandung
L0258,C00258,25,Female,Married,1,Masters,Salaried,35885578,10264138,333321808,Mortgage,567,36,12.1,4701351,Delinquent,0,Branch,22-09-2022,Bandung
L0259,C00259,57,Male,Married,3,High School,Salaried,30101652,212204,476979001,Personal,726,12,9.93,4196275,Active,0,Online,14-04-2025,Bandung
L0260,C00260,52,Male,Married,3,Bachelors,Self-Employed,31935185,14929900,163282957,BNPL,631,24,9.58,5939113,Delinquent,0,Branch,17-04-2023,Medan
L0261,C00261,29,Male,Married,1,High School,Salaried,45710838,7050305,135702748,Auto,614,36,20.12,15516676,Delinquent,1,Branch,09-08-2024,Bali
L0262,C00262,61,Male,Married,3,Bachelors,Salaried,9801436,8916776,92422547,Auto,632,24,11.58,5467443,Active,1,Agent,03-06-2023,Surabaya
L0263,C00263,55,Female,Married,2,High School,Salaried,35572695,973215,372477725,Personal,731,12,8.89,9838312,Restructured,0,Online,01-09-2024,Medan
L0264,C00264,39,Male,Divorced,2,Bachelors,Self-Employed,17149321,567827,431779218,Personal,738,36,20.76,18828423,Active,1,Branch,18-03-2024,Bali
L0265,C00265,36,Male,Single,3,Bachelors,Salaried,19212972,10725816,211268916,Personal,685,24,10.46,17914255,Closed,0,Agent,10-08-2024,Surabaya
L0266,C00266,23,Male,Single,3,Bachelors,Self-Employed,11931344,8325857,400698423,Education,680,60,18,14457638,Active,0,Branch,02-12-2024,Bandung
L0267,C00267,40,Male,Single,2,Bachelors,Salaried,39179345,1267633,426193100,BNPL,799,12,13.42,8689454,Delinquent,0,Online,31-10-2022,Surabaya
L0268,C00268,44,Female,Married,0,Masters,Freelancer,48464233,3684815,248225873,Auto,574,12,10.02,7590716,Closed,0,Online,08-11-2022,Jakarta
L0269,C00269,53,Female,Married,2,Bachelors,Freelancer,47861039,13090712,390582333,Personal,799,12,14.63,19704340,Closed,0,Partner,16-10-2022,Jakarta
L0270,C00270,44,Male,Single,2,High School,Salaried,24705555,13736331,425688429,Education,618,24,8.24,14266341,Delinquent,0,Online,06-04-2024,Bali
L0271,C00271,31,Male,Divorced,3,Masters,Salaried,48976804,2026182,248082848,Personal,732,48,21.46,6330222,Active,0,Agent,24-07-2024,Medan
L0272,C00272,28,Male,Single,2,High School,Salaried,29150572,4638246,361936230,Personal,717,48,16.22,7305863,Active,0,Partner,27-11-2023,Bandung
L0273,C00273,56,Male,Divorced,3,Bachelors,Salaried,59577224,8437392,242734183,Auto,760,36,10.23,1321345,Delinquent,0,Online,10-10-2023,Bali
L0274,C00274,58,Male,Single,3,Bachelors,Self-Employed,47192304,8377900,132492433,Education,631,48,11.79,1866525,Closed,0,Branch,22-12-2024,Bandung
L0275,C00275,60,Male,Single,1,Bachelors,Freelancer,28756956,2210186,387537608,Personal,727,36,15.17,1447564,Delinquent,0,Online,30-05-2025,Jakarta
L0276,C00276,40,Female,Married,2,High School,Self-Employed,50949662,14592325,367770144,Personal,666,48,11.02,13076502,Delinquent,1,Online,20-07-2025,Medan
L0277,C00277,55,Male,Single,0,Bachelors,Freelancer,21480387,2531196,265723423,Education,644,12,12.3,10885820,Active,1,Partner,13-09-2023,Medan
L0278,C00278,45,Female,Single,1,Masters,Salaried,13625146,14356374,444055093,Personal,582,36,16.55,11980068,Active,0,Branch,13-08-2023,Jakarta
L0279,C00279,55,Female,Single,3,Bachelors,Salaried,20259027,3200090,322555536,Personal,660,48,21.32,10660243,Active,0,Online,03-04-2024,Surabaya
L0280,C00280,45,Male,Married,3,Bachelors,Self-Employed,26486967,53997,193707154,Auto,695,60,14.43,13101792,Closed,1,Partner,10-05-2025,Medan
L0281,C00281,49,Female,Married,0,Bachelors,Salaried,20802231,10478661,496779610,BNPL,674,48,19.47,10687580,Active,0,Online,10-12-2023,Surabaya
L0282,C00282,38,Female,Single,3,High School,Self-Employed,8609134,4375717,153225157,Auto,734,24,22.03,11802766,Closed,0,Branch,10-03-2023,Bandung
L0283,C00283,38,Female,Married,2,Bachelors,Salaried,30319530,14043777,198785634,Education,780,24,11.46,8290985,Active,0,Branch,11-07-2025,Medan
L0284,C00284,22,Female,Married,1,Masters,Salaried,37800363,5607423,459142391,Mortgage,565,72,20.92,17805220,Active,0,Online,04-11-2022,Jakarta
L0285,C00285,55,Female,Single,3,High School,Contract,16729160,9189589,488814820,Personal,629,12,20.12,18584119,Active,0,Agent,15-02-2024,Surabaya
L0286,C00286,36,Female,Married,3,High School,Salaried,11630604,14632787,129237153,Education,788,24,13.71,1524252,Active,0,Branch,14-05-2023,Bandung
L0287,C00287,61,Male,Single,0,High School,Contract,35334030,2940504,370972883,Auto,587,12,23.83,12101868,Closed,0,Branch,17-02-2023,Bandung
L0288,C00288,56,Female,Single,2,Bachelors,Contract,56158798,4934990,256707096,Personal,718,24,12.2,4336967,Active,0,Branch,24-07-2025,Medan
L0289,C00289,53,Female,Married,3,PhD,Self-Employed,40341284,14100219,468792643,Auto,684,24,12.08,13160853,Active,1,Online,28-07-2024,Medan
L0290,C00290,24,Female,Single,0,High School,Self-Employed,45931858,9850716,453802441,Personal,627,36,20.36,19171905,Active,0,Online,08-05-2024,Bali
L0291,C00291,53,Male,Married,3,Bachelors,Salaried,43587225,14837319,498961225,Personal,784,36,14.95,16743208,Closed,0,Branch,26-07-2023,Bali
L0292,C00292,34,Female,Married,0,High School,Freelancer,17925465,13463204,109504471,Personal,730,60,13.29,2028464,Delinquent,0,Agent,30-04-2024,Medan
L0293,C00293,41,Male,Single,0,PhD,Salaried,13139480,13131824,329035220,Auto,612,12,10.86,6776634,Active,0,Partner,26-11-2022,Bali
L0294,C00294,40,Female,Married,2,High School,Salaried,21819353,8057907,466408586,BNPL,661,24,20.25,8180096,Closed,1,Online,02-05-2024,Jakarta
L0295,C00295,28,Male,Single,3,Bachelors,Self-Employed,55470573,5721877,246651354,Auto,638,36,20.58,17923755,Active,0,Branch,30-07-2023,Jakarta
L0296,C00296,27,Male,Divorced,2,Masters,Salaried,41188251,8959601,132099087,Education,709,48,17.07,11633508,Active,1,Online,17-10-2022,Bali
L0297,C00297,23,Female,Married,0,Masters,Salaried,36578449,5856494,198374233,Personal,587,36,23.32,14726279,Closed,0,Online,09-10-2024,Medan
L0298,C00298,37,Female,Married,1,Bachelors,Salaried,10412319,7760004,205584444,Personal,699,60,13.09,5881178,Active,0,Branch,11-05-2025,Jakarta
L0299,C00299,53,Male,Married,3,Bachelors,Salaried,25072116,13429734,377961852,Personal,693,12,11.51,12612037,Closed,0,Branch,12-10-2024,Bandung
L0300,C00300,32,Female,Single,1,Bachelors,Freelancer,17184706,14748433,320743261,Personal,601,60,18.84,11714924,Active,0,Online,10-05-2025,Medan
L0301,C00301,42,Male,Married,3,High School,Salaried,38929665,9639077,255190014,Personal,578,36,20.13,15160636,Restructured,1,Branch,03-06-2023,Surabaya
L0302,C00302,42,Male,Divorced,2,High School,Freelancer,52118304,13903221,377046512,Mortgage,693,12,11.6,15137408,Active,0,Partner,21-10-2024,Surabaya
L0303,C00303,50,Male,Married,2,Bachelors,Self-Employed,19166825,14268788,161007823,Education,625,60,9.23,6567768,Active,0,Online,25-10-2023,Medan
L0304,C00304,58,Male,Married,2,High School,Freelancer,33705554,12465956,287382150,Education,694,48,20.97,5874010,Delinquent,1,Partner,12-12-2022,Bali
L0305,C00305,58,Male,Married,2,High School,Salaried,32726096,6102493,324156303,Personal,778,24,23.62,2170025,Active,0,Online,19-03-2024,Jakarta
L0306,C00306,28,Female,Single,2,Bachelors,Self-Employed,15123243,13283058,19920226,BNPL,613,12,18.31,14183900,Active,1,Branch,22-03-2025,Jakarta
L0307,C00307,47,Male,Single,1,PhD,Salaried,57289440,10562185,199445113,Personal,640,12,12.45,3031722,Active,0,Partner,16-09-2022,Medan
L0308,C00308,47,Male,Married,2,Bachelors,Freelancer,43582859,14579278,183352975,Personal,638,48,23.95,5631813,Active,0,Branch,01-09-2025,Bandung
L0309,C00309,54,Female,Married,0,High School,Salaried,32320962,2593449,232102951,BNPL,562,24,22.29,10105304,Active,0,Agent,24-11-2023,Bali
L0310,C00310,41,Male,Married,0,High School,Freelancer,55763626,9977466,362233469,Mortgage,621,24,16.21,17424403,Active,0,Online,18-07-2023,Bandung
L0311,C00311,50,Female,Divorced,1,PhD,Contract,25279862,1018543,467667083,Personal,733,12,21.21,1263369,Closed,0,Branch,04-07-2025,Medan
L0312,C00312,53,Female,Single,3,High School,Salaried,25669081,12694827,218276258,Auto,554,48,21.05,14364520,Active,0,Branch,09-01-2023,Medan
L0313,C00313,48,Female,Single,0,High School,Salaried,21665954,8773713,320537968,Personal,561,60,22.96,19367359,Closed,0,Branch,29-10-2022,Bandung
L0314,C00314,53,Male,Married,3,Bachelors,Self-Employed,10983943,6774870,213417620,Mortgage,718,48,21.45,8450433,Active,0,Partner,27-12-2023,Surabaya
L0315,C00315,25,Male,Single,1,Bachelors,Salaried,59482227,13736160,398771505,Auto,552,12,18.3,16955441,Active,0,Partner,27-01-2024,Medan
L0316,C00316,39,Male,Married,3,Bachelors,Freelancer,48096931,7104527,348272170,Education,776,60,17.75,10160276,Active,1,Partner,25-06-2025,Bali
L0317,C00317,24,Female,Married,3,High School,Salaried,19999412,11813685,20086627,Personal,582,48,15.48,13506080,Active,0,Online,24-12-2024,Bandung
L0318,C00318,55,Male,Married,3,High School,Salaried,37788085,12901733,130740847,Personal,670,60,18.02,19329367,Active,0,Online,05-12-2023,Surabaya
L0319,C00319,37,Female,Single,3,PhD,Contract,52653933,4227234,45333904,Auto,763,36,20.72,7121716,Active,0,Branch,18-07-2025,Bandung
L0320,C00320,64,Male,Married,1,High School,Self-Employed,36148333,1121889,265272223,Auto,599,36,23.5,17946475,Active,0,Branch,10-03-2023,Surabaya
L0321,C00321,48,Female,Married,0,Bachelors,Freelancer,40314575,9137819,365471319,Personal,733,48,15.48,3407777,Active,1,Agent,26-05-2023,Surabaya
L0322,C00322,50,Male,Married,2,Masters,Salaried,47168727,3258881,121449370,Mortgage,785,12,17.18,10481736,Active,0,Online,24-11-2022,Bali
L0323,C00323,49,Male,Single,3,Bachelors,Self-Employed,10539004,3631453,50888723,BNPL,686,36,15.12,17976257,Active,1,Online,12-08-2024,Medan
L0324,C00324,26,Male,Married,0,Bachelors,Salaried,49882741,12339084,465311000,Education,782,60,18.7,6450486,Closed,0,Branch,13-08-2023,Surabaya
L0325,C00325,55,Female,Married,0,High School,Self-Employed,24019581,10381992,357841601,BNPL,759,60,18.08,9367415,Active,0,Partner,26-02-2023,Medan
L0326,C00326,61,Female,Single,1,Bachelors,Self-Employed,41316288,6524367,339090696,BNPL,727,72,8.29,17742813,Active,0,Agent,30-01-2023,Bali
L0327,C00327,57,Male,Single,0,Masters,Salaried,23848304,5338938,372049115,Auto,578,48,16.66,6997845,Active,1,Online,02-11-2022,Medan
L0328,C00328,44,Male,Single,1,Masters,Salaried,23890264,2185028,177645620,BNPL,588,24,9.42,10118454,Active,1,Online,22-03-2024,Jakarta
L0329,C00329,49,Female,Married,3,High School,Salaried,53323849,4803958,100837820,Personal,640,12,8.42,8896419,Active,0,Branch,01-09-2023,Surabaya
L0330,C00330,51,Female,Married,3,High School,Self-Employed,5029813,8926299,493441573,Personal,649,36,20.66,2813318,Delinquent,1,Online,04-06-2025,Bali
L0331,C00331,55,Female,Married,2,Masters,Salaried,13079823,3487924,198690690,Personal,722,36,12.14,11822700,Closed,0,Agent,07-08-2023,Bandung
L0332,C00332,53,Male,Single,2,Masters,Self-Employed,58543055,772838,121089605,Auto,566,24,13.45,19610826,Closed,1,Branch,23-08-2025,Bali
L0333,C00333,41,Female,Single,2,Masters,Salaried,27748359,261420,165005030,Personal,605,12,9.03,12918661,Delinquent,0,Online,19-04-2024,Surabaya
L0334,C00334,52,Male,Married,0,High School,Self-Employed,52583718,477843,391105120,Education,775,36,10.87,11737811,Active,0,Online,04-03-2025,Bali
L0335,C00335,43,Female,Married,3,Bachelors,Self-Employed,47216581,4529943,429913270,Personal,595,48,20.25,13499298,Active,0,Online,01-03-2025,Bandung
L0336,C00336,53,Male,Divorced,1,Masters,Salaried,46850767,10648764,283748736,Personal,616,72,15.9,6344491,Closed,1,Partner,07-02-2024,Jakarta
L0337,C00337,23,Female,Single,2,Bachelors,Salaried,54582227,4552538,311966436,Auto,746,48,22.09,11019518,Active,1,Online,15-06-2024,Surabaya
L0338,C00338,38,Female,Married,1,Bachelors,Salaried,28424070,13930333,353508165,Personal,691,48,14.36,5063627,Active,1,Online,28-04-2023,Surabaya
L0339,C00339,45,Female,Married,1,High School,Self-Employed,6615181,12979513,190718380,Personal,616,48,12.3,3763357,Closed,1,Agent,25-09-2024,Bali
L0340,C00340,62,Female,Married,2,Bachelors,Freelancer,19895769,1825260,368312878,Personal,572,72,13.56,6934299,Closed,0,Online,06-12-2024,Medan
L0341,C00341,51,Female,Married,3,High School,Salaried,9034649,10453914,234537038,Auto,780,48,19.4,10455578,Active,1,Partner,27-07-2025,Medan
L0342,C00342,23,Male,Married,2,Bachelors,Self-Employed,16527501,4775833,386283372,Auto,643,60,16.88,12366185,Active,1,Online,11-08-2024,Bandung
L0343,C00343,60,Female,Divorced,1,PhD,Salaried,50789382,14745094,450417305,Mortgage,791,60,22.47,12593668,Closed,0,Branch,17-01-2023,Jakarta
L0344,C00344,44,Female,Single,2,Bachelors,Salaried,6350816,12236201,303348472,Mortgage,786,60,17.63,2216953,Delinquent,0,Online,17-08-2024,Jakarta
L0345,C00345,52,Female,Single,1,Masters,Freelancer,53286840,4187694,324376077,Auto,738,36,15.89,12576964,Closed,0,Online,05-04-2025,Bali
L0346,C00346,42,Male,Married,1,High School,Salaried,28544531,9601588,260509817,Personal,700,12,20.57,2528474,Restructured,1,Branch,15-11-2022,Bali
L0347,C00347,43,Female,Married,2,Bachelors,Salaried,58152706,3099834,261530950,Personal,704,24,23.16,10258011,Active,1,Online,03-01-2025,Medan
L0348,C00348,22,Male,Single,0,PhD,Salaried,5458819,9644581,450359725,Mortgage,603,12,13.69,16780633,Active,1,Branch,18-04-2024,Jakarta
L0349,C00349,47,Female,Single,2,High School,Salaried,56539708,6771158,314595710,Personal,687,12,12,8265584,Active,1,Online,24-01-2025,Jakarta
L0350,C00350,62,Female,Single,0,High School,Salaried,27130585,3564507,429547769,Personal,766,24,17.86,9838889,Active,1,Branch,30-09-2023,Jakarta
L0351,C00351,22,Male,Married,1,Bachelors,Salaried,22222090,4299489,241431710,Mortgage,626,24,15.98,10295252,Delinquent,0,Agent,31-08-2024,Bandung
L0352,C00352,46,Female,Single,1,High School,Self-Employed,21221697,3182132,307320407,Auto,565,36,23.83,5673024,Restructured,0,Online,12-11-2023,Bandung
L0353,C00353,37,Male,Single,0,Masters,Salaried,27462861,12638094,284816314,Personal,590,48,15.4,16186421,Active,0,Online,19-07-2023,Bali
L0354,C00354,60,Male,Single,1,Masters,Salaried,42483115,3440863,142764638,Personal,647,24,9.19,4154267,Active,0,Partner,23-02-2024,Medan
